ID,유형,제목(원문),설명(원문),URL,게시일,수정일,진행방식,개방성,모집방식,복잡성수준,양극화수준,방법유형1,방법유형2,방법유형3,상호작용1,상호작용2,상호작용3,목적1,목적2,목적3,제목(한국어-자동),설명(한국어-자동),요약(1문장-자동),워크북_추천사용상황,진행자_한줄팁,태그(필터용)
4467,method,Kitchen Table Conversations Methodology,"A Kitchen Table Conversation is an informal meeting that is underpinned with an intuitive structure. It can take place in someone's home, a local cafe or in a business setting. KTCs are often used in conjunction with other methods as part of a wider community engagement process.",https://participedia.net/method/4467,2016-07-04,2020-05-13,both,limited,,,,collaborative, deliberative, informal,informal, discussion,,develop,,,주방 식탁 대화 방법론,"주방 테이블 대화(Kitchen Table Conversation, KTC)는 직관적인 구조를 기반으로 하는 비공식적인 모임입니다. 누군가의 집, 동네 카페, 또는 사업장 등 다양한 장소에서 진행될 수 있습니다. KTC는 종종 더 폭넓은 지역사회 참여 과정의 일환으로 다른 방법들과 함께 활용됩니다.","주방 테이블 대화(Kitchen Table Conversation, KTC)는 직관적인 구조를 기반으로 하는 비공식적인 모임입니다. 누군가의 집…",정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,collaborative | deliberative | informal | informal | discussion | develop
4526,method,Konveio,Konveio is a subscription-based online software tool that allows members to collect and manage public comments.,https://participedia.net/method/4526,2016-08-01,2019-04-30,,,,,,,,,,,,,,,컨베이어,Konveio는 회원들이 공개 의견을 수집하고 관리할 수 있도록 해주는 구독 기반 온라인 소프트웨어 도구입니다.,Konveio는 회원들이 공개 의견을 수집하고 관리할 수 있도록 해주는 구독 기반 온라인 소프트웨어 도구입니다.,프로젝트 설계/커뮤니티 실험(혼합형),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),
4534,method,Participatory Reflection and Action,"Participatory Reflection and Action is an approach working in partnership with poor communities, providing them with opportunities to apply their knowledge, experience and capabilities to analyse their own realities.",https://participedia.net/method/4534,2016-08-09,2020-06-01,facetoface,open_to,,low,moderate,planning, research, community,discussion, storytelling,,develop, deliver,,참여적 성찰과 행동,"참여적 성찰과 행동은 빈곤한 지역사회와 협력하여 그들에게 자신들의 지식, 경험 및 역량을 적용하여 현실을 분석할 기회를 제공하는 접근 방식입니다.","참여적 성찰과 행동은 빈곤한 지역사회와 협력하여 그들에게 자신들의 지식, 경험 및 역량을 적용하여 현실을 분석할 기회를 제공하는 접근 방식입니다…",대화·경험학습·관계형 프로그램(자유스콜레),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,planning | research | community | discussion | storytelling | develop | deliver
4537,method,Multi-criteria Decision Analysis,Multi-criteria decision analysis is a systematic and rigorous method of analysing and ranking options. It involves considering various solutions to an issue/question/challenge against multiple criteria.,https://participedia.net/method/4537,2016-08-09,2020-08-20,,both,random,high,polarized,deliberative,,,discussion, express, ask,develop,,,다기준 의사결정 분석,다기준 의사결정 분석은 여러 선택지를 분석하고 순위를 매기는 체계적이고 엄격한 방법입니다. 이는 특정 문제/질문/과제에 대한 다양한 해결책을 여러 기준에 따라 고려하는 것을 포함합니다.,다기준 의사결정 분석은 여러 선택지를 분석하고 순위를 매기는 체계적이고 엄격한 방법입니다. 이는 특정 문제/질문/과제에 대한 다양한 해결책을 여…,정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,deliberative | discussion | express | ask | develop
4546,method,Community Health Care,Community healthcare is a method used in various locales in order to maintain the health of community members while preventing hospital overcrowding by supporting discharge and preventing admissions.,https://participedia.net/method/4546,2016-08-16,2021-02-25,both,open,,,low,community,,,informal,,,deliver,,,지역사회 건강 관리,지역사회 의료는 다양한 지역에서 지역 주민의 건강을 유지하고 퇴원을 지원하고 입원을 예방함으로써 병원 과밀화를 방지하기 위해 사용되는 방법입니다.,지역사회 의료는 다양한 지역에서 지역 주민의 건강을 유지하고 퇴원을 지원하고 입원을 예방함으로써 병원 과밀화를 방지하기 위해 사용되는 방법입니다…,대화·경험학습·관계형 프로그램(자유스콜레),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),community | informal | deliver
4579,method,Dotmocracy,"Dotmocracy, also known as dot-voting or idea rating, is a selection technique used by those who take part in participatory processes to make decisions about implementation or action.",https://participedia.net/method/4579,2016-09-19,2021-11-06,facetoface,open,,low,low,planning, informal,,express,,,make, academic, make_influence,도트모크라시,"도트모크라시(Dotmocracy), 또는 도트 투표나 아이디어 평가라고도 불리는 이 기법은 참여형 프로세스에 참여하는 사람들이 실행이나 조치에 대한 결정을 내릴 때 사용하는 선택 방식입니다.","도트모크라시(Dotmocracy), 또는 도트 투표나 아이디어 평가라고도 불리는 이 기법은 참여형 프로세스에 참여하는 사람들이 실행이나 조치에 …",대화·경험학습·관계형 프로그램(자유스콜레),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),planning | informal | express | make | academic | make_influence
4581,method,Nominal Group Technique,Nominal Group Technique is a facilitated technique for brainstorming in groups.,https://participedia.net/method/4581,2016-09-21,2020-06-02,facetoface,limited,,moderate,polarized,deliberative, collaborative, planning,discussion, negotiation, ask,develop, make, deliver,명목 집단 기법,명목집단기법(Nominal Group Technique)은 집단 브레인스토밍을 위한 촉진자 주도 기법입니다.,명목집단기법(Nominal Group Technique)은 집단 브레인스토밍을 위한 촉진자 주도 기법입니다.,정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,deliberative | collaborative | planning | discussion | negotiation | ask | develop | make | deliver
4582,method,Empathetic Listening,"Empathetic listening is a technique for listening actively so as to improve mutual trust and understanding, often used to create an environment for collaborative problem-solving and fruitful discussion.",https://participedia.net/method/4582,2016-09-21,2020-08-09,facetoface,,,moderate,polarized,deliberative,,,discussion,,,develop,,,공감적 경청,"공감적 경청은 상호 신뢰와 이해를 증진시키기 위해 적극적으로 듣는 기법으로, 협력적인 문제 해결과 생산적인 토론을 위한 환경을 조성하는 데 자주 사용됩니다.","공감적 경청은 상호 신뢰와 이해를 증진시키기 위해 적극적으로 듣는 기법으로, 협력적인 문제 해결과 생산적인 토론을 위한 환경을 조성하는 데 자주…",정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,deliberative | discussion | develop
4588,method,Six Thinking Hats®,The Six Thinking Hats technique aims to enable participants to approach a discussion from various different points of view and ways of thinking.,https://participedia.net/method/4588,2016-09-22,2020-08-10,facetoface,open,,,polarized,deliberative, collaborative,,discussion, ask,,develop,,,여섯 가지 사고 모자®,여섯 가지 사고 모자 기법은 참가자들이 다양한 관점과 사고방식으로 토론에 접근할 수 있도록 하는 것을 목표로 합니다.,여섯 가지 사고 모자 기법은 참가자들이 다양한 관점과 사고방식으로 토론에 접근할 수 있도록 하는 것을 목표로 합니다.,정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,deliberative | collaborative | discussion | ask | develop
4590,method,Station Rounds,The Station Rounds technique can be used in different deliberative methods as a way of visualizing both the number of available options to address each issue and the level of consensus among people's preferences for each option.,https://participedia.net/method/4590,2016-09-23,2022-07-15,,,,,,,,,,,,,,,역 순찰,스테이션 라운드 기법은 다양한 숙의 과정에서 각 사안을 해결하기 위한 가능한 선택지의 수와 각 선택지에 대한 사람들의 선호도 간의 합의 수준을 시각화하는 방법으로 활용될 수 있습니다.,스테이션 라운드 기법은 다양한 숙의 과정에서 각 사안을 해결하기 위한 가능한 선택지의 수와 각 선택지에 대한 사람들의 선호도 간의 합의 수준을 …,프로젝트 설계/커뮤니티 실험(혼합형),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),
4591,method,Strategic Questioning,Strategic questioning is a technique often employed in Citizens' Juries or when an initiative requires participants to formulate questions to pose to a panel of experts or witnesses. ,https://participedia.net/method/4591,2016-09-27,2018-10-18,,,,,,,,,,,,,,,전략적 질문,전략적 질문은 시민 배심원단이나 참가자들이 전문가 또는 증인 패널에게 질문할 내용을 직접 구성해야 하는 경우에 자주 사용되는 기법입니다.,전략적 질문은 시민 배심원단이나 참가자들이 전문가 또는 증인 패널에게 질문할 내용을 직접 구성해야 하는 경우에 자주 사용되는 기법입니다.,프로젝트 설계/커뮤니티 실험(혼합형),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),
4595,method,Hackathon,"Although typically defined as collaborative computer programming events, hackathons are events that involve participants engaging in intensive joint ideation to generate solutions to relevant social, governmental, or technological issues.",https://participedia.net/method/4595,2016-10-03,2020-08-22,both,open,,high,polarized,collaborative, community, planning,informal,,,make, deliver,,해커톤,"일반적으로 협업 컴퓨터 프로그래밍 행사로 정의되지만, 해커톤은 참가자들이 사회적, 정부적 또는 기술적 문제에 대한 해결책을 도출하기 위해 집중적인 공동 아이디어 구상에 참여하는 행사입니다.","일반적으로 협업 컴퓨터 프로그래밍 행사로 정의되지만, 해커톤은 참가자들이 사회적, 정부적 또는 기술적 문제에 대한 해결책을 도출하기 위해 집중적…",정책/의제 숙의·공론장(민주주의 피트니스),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),collaborative | community | planning | informal | make | deliver
4600,method,Picketing,Picketing is a form of protest where a group of people stand outside a building. It is most commonly employed during strikes where workers protest against working conditions and/or their employers. ,https://participedia.net/method/4600,2016-10-03,2020-11-29,facetoface,,,,,protest,,,negotiation, express,,make_influence, make,,피켓 시위,피켓 시위는 사람들이 건물 밖에 모여 시위하는 형태의 항의 행위입니다. 이는 주로 노동자들이 열악한 노동 조건이나 고용주에 항의하는 파업 중에 사용됩니다.,피켓 시위는 사람들이 건물 밖에 모여 시위하는 형태의 항의 행위입니다. 이는 주로 노동자들이 열악한 노동 조건이나 고용주에 항의하는 파업 중에 …,프로젝트 설계/커뮤니티 실험(혼합형),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,protest | negotiation | express | make_influence | make
4601,method,Demonstration,"A demonstration is a collective expression of opposition to a regime, policy or any other state of perceived injustice. ",https://participedia.net/method/4601,2016-10-03,2020-11-29,facetoface,open,,low,,protest,,,,,,make, make_influence,,데모,"시위는 정권, 정책 또는 기타 불의하다고 여겨지는 상황에 대한 집단적인 반대 표현입니다.","시위는 정권, 정책 또는 기타 불의하다고 여겨지는 상황에 대한 집단적인 반대 표현입니다.",프로젝트 설계/커뮤니티 실험(혼합형),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),protest | make | make_influence
4602,method,Occupation,Occupation is a tactic used by protesters or social movements whereby groups literally occupy a public space or building in protest of a situation and/or in a campaign for political or social change.,https://participedia.net/method/4602,2016-10-03,2020-12-19,facetoface,open,,moderate,high,protest,,,express, informal,,make, make_influence,,직업,점거는 시위대나 사회 운동 단체가 특정 상황에 항의하거나 정치적 또는 사회적 변화를 요구하기 위해 공공장소나 건물을 점거하는 전술입니다.,점거는 시위대나 사회 운동 단체가 특정 상황에 항의하거나 정치적 또는 사회적 변화를 요구하기 위해 공공장소나 건물을 점거하는 전술입니다.,대화·경험학습·관계형 프로그램(자유스콜레),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),protest | express | informal | make | make_influence
4620,method,Design Jam,"A ""design jam"" -- also known as an ""idea jam"", a ""nerd jam"" or simply a ""jam"" -- is a collaborative brainstorming activity or event, geared towards generating solutions in a fun and creative environment. ",https://participedia.net/method/4620,2016-10-05,2020-06-25,facetoface,open,,moderate,,informal, collaborative,,informal, discussion,,make, make_influence,,디자인 잼,"'디자인 잼'은 '아이디어 잼', '너드 잼' 또는 단순히 '잼'이라고도 불리며, 재미있고 창의적인 환경에서 해결책을 도출하기 위한 협력적인 브레인스토밍 활동 또는 행사입니다.","'디자인 잼'은 '아이디어 잼', '너드 잼' 또는 단순히 '잼'이라고도 불리며, 재미있고 창의적인 환경에서 해결책을 도출하기 위한 협력적인 브…",정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,informal | collaborative | informal | discussion | make | make_influence
4623,method,Internet Engineering Task Force Requests for Comments (RFCs),,https://participedia.net/method/4623,2016-10-10,2022-07-15,,,,,,,,,,,,,,,인터넷 엔지니어링 태스크포스(IETF) 의견 요청서(RFC),,,프로젝트 설계/커뮤니티 실험(혼합형),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),
4632,method,Consensus Forum,"Consensus forums are a popular method of deliberative democracy when complex, broad policy issues require a workable if not peaceable agreement among disparate groups. ",https://participedia.net/method/4632,2016-10-16,2022-07-15,,,,,,,,,,,,,,,합의 포럼,합의 포럼은 복잡하고 광범위한 정책 문제를 해결하기 위해 서로 다른 집단 간에 평화롭지는 않더라도 실현 가능한 합의가 필요할 때 널리 사용되는 숙의 민주주의 방식입니다.,합의 포럼은 복잡하고 광범위한 정책 문제를 해결하기 위해 서로 다른 집단 간에 평화롭지는 않더라도 실현 가능한 합의가 필요할 때 널리 사용되는 …,프로젝트 설계/커뮤니티 실험(혼합형),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),
4639,method,Enquiry-by-Design,An Enquiry-by-Design is an intensive workshop that takes places over several days to develop proposals for urban planning and design projects.,https://participedia.net/method/4639,2016-10-18,2020-08-22,facetoface,limited,random,moderate,polarized,deliberative, planning, collaborative,discussion, ask,,make, make_influence, develop,디자인 기반 탐구,'디자인 탐구'는 도시 계획 및 디자인 프로젝트에 대한 제안을 개발하기 위해 며칠에 걸쳐 진행되는 집중 워크숍입니다.,'디자인 탐구'는 도시 계획 및 디자인 프로젝트에 대한 제안을 개발하기 위해 며칠에 걸쳐 진행되는 집중 워크숍입니다.,정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,deliberative | planning | collaborative | discussion | ask | make | make_influence | develop
4644,method,People's Parley,"Pioneered by the Justice Development and Peace Commission, the People’s Parley is a planned meeting between citizens and elected officials as part of a larger, continuous process of monitoring the government spending and fulfillment of campaign promises.",https://participedia.net/method/4644,2016-11-01,2021-02-21,facetoface,open_to,,moderate,polarized,deliberative, public_meetings,,ask, discussion,,make, develop,,인민의회,정의개발평화위원회가 주도한 '시민 회담'은 정부 지출 감시 및 선거 공약 이행 상황 모니터링의 일환으로 시민과 선출직 공무원 간에 계획적으로 개최되는 회의입니다.,정의개발평화위원회가 주도한 '시민 회담'은 정부 지출 감시 및 선거 공약 이행 상황 모니터링의 일환으로 시민과 선출직 공무원 간에 계획적으로 개…,정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,deliberative | public_meetings | ask | discussion | make | develop
4646,method,The Ethiopian Qero Management System,An “indigenous management system” (IMS) – in reference to the Ethiopian Qero management system over the Gaussa-Menz – is a collaborative and participatory form of environmental sustainability and conservation practice led by local indigenous groups within a state.,https://participedia.net/method/4646,2016-11-02,2018-08-02,,,,,,,,,,,,,,,에티오피아 청소년 관리 시스템,"에티오피아의 가우스-멘즈 지역에 대한 케로 관리 시스템을 예로 들자면, ""토착 관리 시스템(IMS)""은 국가 내 지역 토착민 집단이 주도하는 협력적이고 참여적인 형태의 환경 지속 가능성 및 보존 실천 방식입니다.","에티오피아의 가우스-멘즈 지역에 대한 케로 관리 시스템을 예로 들자면, ""토착 관리 시스템(IMS)""은 국가 내 지역 토착민 집단이 주도하는 협…",프로젝트 설계/커뮤니티 실험(혼합형),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),
4648,method,Pragmatic Local Intervention,"Pragmatic Local Intervention (PLI) is a method pioneered by the Justice, Development and Peace Comission (JDPC) in their efforts to strengthen grassroots participation and government effectiveness at the local level in Nigeria. ",https://participedia.net/method/4648,2016-11-04,2022-07-15,facetoface,open_to,,moderate,moderate,collaborative, community, public_meetings,negotiation,,,make, deliver, develop,실용적인 지역 개입,실용적 지역 개입(PLI)은 나이지리아의 정의·개발·평화 위원회(JDPC)가 지역 차원에서 풀뿌리 참여를 강화하고 정부 효율성을 높이기 위한 노력의 일환으로 개척한 방법입니다.,실용적 지역 개입(PLI)은 나이지리아의 정의·개발·평화 위원회(JDPC)가 지역 차원에서 풀뿌리 참여를 강화하고 정부 효율성을 높이기 위한 노…,정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,collaborative | community | public_meetings | negotiation | make | deliver | develop
4649,method,Strategic Global Intervention,"SGI is used by the Justice, Development and Peace Commission to create a fertile environment for Pragmatic Local Intervention and the People’s Parley. SGI involves networking with development organizations and securing the resources and support needed for other interventions.",https://participedia.net/method/4649,2016-11-07,2022-07-15,facetoface,open_to,,high,low,collaborative, informal_participation, community,negotiation, informal,,deliver, develop, make_influence,전략적 글로벌 개입,SGI는 사법·개발·평화 위원회에서 실용적인 지역 개입과 주민 협의회를 위한 유리한 환경을 조성하는 데 사용됩니다. SGI는 개발 기관과의 네트워크를 구축하고 다른 개입에 필요한 자원과 지원을 확보하는 것을 포함합니다.,SGI는 사법·개발·평화 위원회에서 실용적인 지역 개입과 주민 협의회를 위한 유리한 환경을 조성하는 데 사용됩니다. SGI는 개발 기관과의 네트…,정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,collaborative | informal_participation | community | negotiation | informal | deliver | develop | make_influence
4651,method,Open Standards for the Practice of Conservation,"The Open Standards for the Practice of Conservation (“Open Standards” or “OS”, hereafter) is an adaptive planning framework utilised by local governments and NGOs around the world to collaboratively and systematically conserve flora and fauna. ",https://participedia.net/method/4651,2016-11-08,2021-07-07,,open,,moderate,moderate,,,,,,,,,,보존 활동을 위한 개방형 표준,"개방형 보존 실천 표준(이하 ""개방형 표준"" 또는 ""OS"")은 전 세계 지방 정부와 비정부기구(NGO)가 동식물을 체계적으로 공동 보존하기 위해 활용하는 적응형 계획 프레임워크입니다.","개방형 보존 실천 표준(이하 ""개방형 표준"" 또는 ""OS"")은 전 세계 지방 정부와 비정부기구(NGO)가 동식물을 체계적으로 공동 보존하기 위해…",프로젝트 설계/커뮤니티 실험(혼합형),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),
4652,method,Focused Conversation,Focused conversation is a technique of deliberation meant to replicate the ‘natural’ thought process used to reflect on and address an issue. ,https://participedia.net/method/4652,2016-11-09,2019-05-02,,,,,low_polarization,,,,,,,,,,집중적인 대화,집중적 대화는 문제를 숙고하고 해결할 때 사용하는 '자연스러운' 사고 과정을 모방하기 위한 숙고 기법입니다.,집중적 대화는 문제를 숙고하고 해결할 때 사용하는 '자연스러운' 사고 과정을 모방하기 위한 숙고 기법입니다.,프로젝트 설계/커뮤니티 실험(혼합형),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),
4663,method,PechaKucha,PechaKucha is a dynamic presentation method developed by two Tokyo-based architects as a way to maximize the exchange of ideas while keeping the audience’s attention. ,https://participedia.net/method/4663,2016-11-15,2022-07-15,,,,,,,,,,,,,,,페차쿠차,페차쿠차는 도쿄를 기반으로 활동하는 두 건축가가 청중의 집중력을 유지하면서 아이디어 교환을 극대화하기 위해 개발한 역동적인 프레젠테이션 방식입니다.,페차쿠차는 도쿄를 기반으로 활동하는 두 건축가가 청중의 집중력을 유지하면서 아이디어 교환을 극대화하기 위해 개발한 역동적인 프레젠테이션 방식입니…,프로젝트 설계/커뮤니티 실험(혼합형),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),
4664,method,Ben Franklin Circles,"Founded on the idea of mutual improvement, the Ben Franklin Circle (BFC) is a small group dialogue model designed to initiate community improvement through individual improvement. ",https://participedia.net/method/4664,2016-11-20,2018-07-28,,,,,low_polarization,,,,,,,,,,벤 프랭클린 서클,상호 발전이라는 이념을 바탕으로 설립된 벤 프랭클린 서클(BFC)은 개인의 발전을 통해 지역 사회 발전을 도모하기 위해 고안된 소규모 그룹 대화 모델입니다.,상호 발전이라는 이념을 바탕으로 설립된 벤 프랭클린 서클(BFC)은 개인의 발전을 통해 지역 사회 발전을 도모하기 위해 고안된 소규모 그룹 대화…,프로젝트 설계/커뮤니티 실험(혼합형),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),
4668,method,GROOTS Kenya Local-to-Local (L2L) Dialogues,A locally designed strategy in Kenya which involves grassroots women’s groups initiating and actively engaging in dialogue with their local administrative authorities in order to influence a range of policies and programmes of development in ways that address women’s priorities. ,https://participedia.net/method/4668,2016-11-24,2021-02-25,facetoface,limited,,,polarized,deliberative, community,,discussion,,,develop, make,,GROOTS 케냐 지역 간(L2L) 대화,"케냐에서 현지 상황에 맞춰 설계된 전략으로, 풀뿌리 여성 단체들이 지역 행정 당국과 적극적으로 대화를 시작하여 여성의 우선순위를 반영하는 다양한 정책 및 개발 프로그램에 영향을 미치는 것을 목표로 합니다.","케냐에서 현지 상황에 맞춰 설계된 전략으로, 풀뿌리 여성 단체들이 지역 행정 당국과 적극적으로 대화를 시작하여 여성의 우선순위를 반영하는 다양한…",정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,deliberative | community | discussion | develop | make
4683,method,Q Methodology,Q methodology encompasses an entire philosophical approach to the study of intersubjectivity. It is an interactive and reflective process incorporating both quantitative and qualitative methods to provide a robust method of studying subjectivity.,https://participedia.net/method/4683,2016-11-30,2018-06-14,,,,,,,,,,,,,,,Q 방법론,"Q 방법론은 상호주관성 연구에 대한 철학적 접근 방식 전체를 포괄합니다. 이는 양적 및 질적 방법을 모두 통합하는 상호작용적이고 성찰적인 과정으로, 주관성을 연구하는 견고한 방법을 제공합니다.",Q 방법론은 상호주관성 연구에 대한 철학적 접근 방식 전체를 포괄합니다. 이는 양적 및 질적 방법을 모두 통합하는 상호작용적이고 성찰적인 과정으…,프로젝트 설계/커뮤니티 실험(혼합형),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),
4700,method,Thematic Dialogue Tables,"Thematic dialogue tables involve small-group discussions around complex issues, and they are designed to make deliberation more manageable for participants.",https://participedia.net/method/4700,2016-12-19,2020-07-28,facetoface,open,,,moderate,deliberative,,,discussion, negotiation, ask,make, develop,,주제별 대화표,"주제별 토론 테이블은 복잡한 문제를 중심으로 소규모 그룹 토론을 진행하며, 참가자들이 숙의 과정을 보다 수월하게 진행할 수 있도록 설계되었습니다.","주제별 토론 테이블은 복잡한 문제를 중심으로 소규모 그룹 토론을 진행하며, 참가자들이 숙의 과정을 보다 수월하게 진행할 수 있도록 설계되었습니다…",정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,deliberative | discussion | negotiation | ask | make | develop
4733,method,Crowdfunding,Crowdfunding is the process of sourcing funds from a large number of people (a ‘crowd’). This method of funding has gained new popularity thanks to the increased use and dissemination of information and communication technologies (ICT).,https://participedia.net/method/4733,2017-01-09,2020-03-15,online,open,,low,not,,,,express,,,deliver, make_influence, make,크라우드펀딩,크라우드펀딩은 다수의 사람(‘군중’)으로부터 자금을 모으는 과정입니다. 이러한 자금 조달 방식은 정보통신기술(ICT)의 사용 및 확산 증가 덕분에 새롭게 인기를 얻고 있습니다.,크라우드펀딩은 다수의 사람(‘군중’)으로부터 자금을 모으는 과정입니다. 이러한 자금 조달 방식은 정보통신기술(ICT)의 사용 및 확산 증가 덕분…,프로젝트 설계/커뮤니티 실험(혼합형),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),express | deliver | make_influence | make
4766,method,Creative Planning ,Creative planning is a deliberative technique often embedded within a larger participatory planning process. It's goal is to relieve participants of practical or analytical constraints so that brainstorming and idea generation can flow organically.,https://participedia.net/method/4766,2017-01-15,2019-09-26,both,open,,moderate,moderate,planning, participatory, participantled,discussion, informal, storytelling,make, make_influence,,창의적인 기획,창의적 기획은 참여형 기획 과정의 일환으로 활용되는 숙의적 기법입니다. 그 목표는 참여자들이 실질적 또는 분석적 제약에서 벗어나 브레인스토밍과 아이디어 생성이 자연스럽게 이루어지도록 하는 것입니다.,창의적 기획은 참여형 기획 과정의 일환으로 활용되는 숙의적 기법입니다. 그 목표는 참여자들이 실질적 또는 분석적 제약에서 벗어나 브레인스토밍과 …,정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,planning | participatory | participantled | discussion | informal | storytelling | make | make_influence
4777,method,Focus Group,"A focus group is organized to obtain participant opinions and feedback on a topic or question. The method has traditionally been used in market research, developing political strategies, as well as in policy-making and other public engagement initiatives.",https://participedia.net/method/4777,2017-01-28,2021-03-23,facetoface,limited,,high,polarized,deliberative, collaborative,,ask, discussion, express,academic, make_influence, make,포커스 그룹,"포커스 그룹은 특정 주제나 질문에 대한 참가자들의 의견과 피드백을 수집하기 위해 조직됩니다. 이 방법은 전통적으로 시장 조사, 정치 전략 개발, 정책 결정 및 기타 대중 참여 활동에 사용되어 왔습니다.","포커스 그룹은 특정 주제나 질문에 대한 참가자들의 의견과 피드백을 수집하기 위해 조직됩니다. 이 방법은 전통적으로 시장 조사, 정치 전략 개발,…",정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,deliberative | collaborative | ask | discussion | express | academic | make_influence | make
4784,method,Brazil's National Policy of Social Participation,"Brazil's National System of Social Participation is organized, so, in a set of institutional measures and strengthening of the tools and existing participation mechanisms and their interface with the new forms and languages, especially virtual, in a flexible way.",https://participedia.net/method/4784,2017-01-30,2018-11-13,,,,,not_polarized,,,,,,,,,,브라질의 사회 참여 국가 정책,"브라질의 국가 사회 참여 시스템은 제도적 조치와 기존 참여 메커니즘의 강화, 그리고 특히 가상 공간을 비롯한 새로운 형태와 언어와의 유연한 연계를 통해 조직되어 있습니다.","브라질의 국가 사회 참여 시스템은 제도적 조치와 기존 참여 메커니즘의 강화, 그리고 특히 가상 공간을 비롯한 새로운 형태와 언어와의 유연한 연계…",프로젝트 설계/커뮤니티 실험(혼합형),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),
4791,method,"Design For Change - Feel, Imagine, Do Share (FIDS)","A design thinking process to empower young people in four steps, the Design for Change methodology (Feel, Imagine, Do, and Share) aims to guide its participants to fulfil their projects and develop skills, including creative thinking, empathy, and collaborative problem-solving.",https://participedia.net/method/4791,2017-02-02,2020-06-28,facetoface,limited,captive,low,moderate,experiential, community, planning,teachinginstructing, discussion, informal,develop,,,"변화를 위한 디자인 - 느끼고, 상상하고, 실행하고, 공유하세요 (FIDS)","디자인 포 체인지(Design for Change) 방법론은 4단계(느끼기, 상상하기, 실행하기, 공유하기)를 통해 청소년의 역량을 강화하는 디자인 사고 프로세스로, 참가자들이 프로젝트를 성공적으로 완수하고 창의적 사고, 공감 능력, 협력적 문제 해결 능력 등의 역량을 개발하도록 안내하는 것을 목표로 합니다.","디자인 포 체인지(Design for Change) 방법론은 4단계(느끼기, 상상하기, 실행하기, 공유하기)를 통해 청소년의 역량을 강화하는 디…",대화·경험학습·관계형 프로그램(자유스콜레),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,experiential | community | planning | teachinginstructing | discussion | informal | develop
